대장아이디,시군구,읍면동,리,지번,기타지번,위도_도,위도_분,위도_초,경도_도,경도_분,경도_초,취약지역유형,지정면적_제곱미터,대피장소,취약지역지정사유,지정일,"지정등급_A,B,C,D"
2188,합천군,묘산면,반포리,658구,,35,39,12.599,128,5,10.2,토석류,0,교동마을회관,현재 대체적으로 안정적인 계류로 관찰될 수 있으나 바닥막이 및 기슭막이의 상태가 불량하므로 재정비 사업이 필요함.,2015-06-26,B
2189,합천군,야로면,구정리,산42-1임,,35,42,14.799,128,9,52.2,토석류,0,야로중학교,상부로 올라갈수록 면상침식이 일어나고 있으나 하부로 내려갈수록 구곡침식으로 발달되고 있어 계류보전 사업을 통한 안전을 확보하는 것이 좋을 것으로 판단됨.,2015-06-26,A
2190,합천군,봉산면,상현리,산170임,,35,38,54.699,128,1,26,토석류,0,봉산면사무소,계류 상부로 올라갈 수록 간벌과 숲가꾸기 사업으로 인하여 토사유출이 지속적으로 발생가능성이 높게 보여지고 있어 계류보전과 소규모 배수시설이 필요한 지역으로 보여지고 있음.,2015-06-26,B
2191,합천군,야로면,야로리,449-1구 ③,,35,43,3.499,128,10,25.7,토석류,0,야로리2구마을회관,"본 조사대상지는 계류 주변으로 임상이 불완전하여 지속적으로 토사 유출이 되고 있으며, 수목이 계류 방향으로 기울어져 있어 수목의 전도가 예상되나 사방댐과 계류보전 사업으로 대체적으로 위험성이 낮을 것으로 판단됨.",2015-06-26,B
2192,합천군,봉산면,술곡리,979-1천 ②,,35,34,3.796,127,59,20.165,토석류,0,술곡동회관,계류 좌안으로 계단식 경작지가 발달하였으며 하천의 형식으로 계류로 야계사방과 최상부로 산지사방이 필요할 것으로 보여짐.,2015-06-26,A
2193,합천군,가야면,죽전리,산102 임,,35,44,46.699,128,4,19.1,산사태,0,죽전리새터마을회관,현재 사면부에서 붕락이 진행주이며 토사가 작업로로 유입되고 있어 집중호우 시 지속적으로 토사 발생으로 직하부 인가에 피해가 우려되므로 산지사방이 필요한 지역으로 산사태 발생 우려지역으로 타당하다고 사료됨.,2015-06-26,A
2194,합천군,율곡면,노양리,산133-1구,,35,39,3.733,128,11,20.544,토석류,100.64,,산사태 발생우려가 높은 지역에 대하여 산사태 취약지역으로 지정하여 산사태로부터 국민의 생명과 재산보호를 위함,2014-11-27,B
2195,합천군,합천읍,외곡리,596-5 답,,35,38,20.399,128,8,16.2,토석류,1896,외곡마을회관,산사태 발생우려가 높은 지역에 대하여 산사태 취약지역으로 지정하여 산사태로부터 국민의 생명과 재산보호를 위함,2014-11-27,A
2196,합천군,합천읍,용계리,779대,,35,38,16.099,128,9,50.4,토석류,1636.8,,산사태 발생우려가 높은 지역에 대하여 산사태 취약지역으로 지정하여 산사태로부터 국민의 생명과 재산보호를 위함,2014-11-27,A
2197,합천군,합천읍,내곡리,815 구,,35,38,16.099,128,9,11.7,토석류,114.04,,산사태 발생우려가 높은 지역에 대하여 산사태 취약지역으로 지정하여 산사태로부터 국민의 생명과 재산보호를 위함,2014-11-27,A
2198,합천군,율곡면,기리,458구,,35,37,56.299,128,13,23.3,토석류,114.04,마을회관,상기 지역은 율곡면 기리마을 뒷쪽에 위치한 자연 계류로서 현재 임야 상단부에서 떠내려온 전석류가 방치 되어 있으며 이 지역은 민가 옆으로 구거가 형성되어 있어 향후 집중호우 및 태풍 발생시 민가 피해가 우려되어 사방사업이 필요한 지역임,2013-10-08,A
2199,합천군,율곡면,본천리,산112-1,,35,33,18.899,128,11,22,토석류,2182.4,,산사태우려지역(자체조사요청),2015-06-26,A
2200,합천군,묘산면,도옥리,486-1답,,35,40,25.199,128,7,1.8,토석류,76.34,,산사태 발생우려가 높은 지역에 대하여 산사태 취약지역으로 지정하여 산사태로부터 국민의 생명과 재산보호를 위함,2014-11-27,A
2201,합천군,묘산면,산제리,3답,,35,39,39.299,128,6,47,토석류,1638,,산사태 발생우려가 높은 지역에 대하여 산사태 취약지역으로 지정하여 산사태로부터 국민의 생명과 재산보호를 위함,2014-11-27,A
2202,합천군,봉산면,압곡리,1087구,,35,38,54.899,128,3,3.8,토석류,1824,,산사태 발생우려가 높은 지역에 대하여 산사태 취약지역으로 지정하여 산사태로부터 국민의 생명과 재산보호를 위함,2014-11-27,C
2203,합천군,합천읍,장계리,산96-2,,35,36,59.852,128,7,13.276,토석류,0,장계리경로당,산사태 우려지역,2015-06-26,A
2204,합천군,봉산면,양지리,산55임,,35,35,48.374,128,0,10.101,토석류,0,부근인가,최단부 주변 인가가 연접하여 있고 상부 방향 30m 지점 좌측으로 대규모 붕괴지가 관찰되는 등 토석류 발생 가능성이 높고 토석류 발생시 하부 방향 인가의 재산 및 인명피해의 우려가 있어 계류보전 사업 검토가 필요할 것으로 사료됨,2016-05-30,B
2205,합천군,율곡면,영전리,778-14구,,35,33,37.11,128,12,53.077,토석류,0,영전2구마을회관,과거 태풍(매미) 때 배수로가 막혀 마을 전체적으로 피해를 입었으며 계류 내부에 토사가 퇴적되고 있어 주민들이 관리를 요청하여 취약지역으로 지정하여 관리하고자 함.,2016-05-30,A
2206,합천군,용주면,평산리,산35임,,35,32,11.198,128,7,51.24,토석류,0,해곡마을회관,하부 축사에 미비한 피해이력이 존재하여 취약지역 지정을 통해 추가적인 피해를 예방하기 위해 계류 내 유송잡물 및 퇴적물의 토석류 위험요소를 제거를 제안함.,2016-05-30,B
2207,합천군,용주면,장전리,547임,,35,30,31.799,128,6,24.8,토석류,0,합천장전학생 야영수련원,계류 내 토사유출 및 유송잡물로 인해 하부 배수로 기능이 저하되고 있으며 하부 인가의 피해이력이 다수 존재하여 계류보전사업을 통한 배수기능 상향과 월류피해를 예방하고자 취약지역 지정을 제안함.,2016-05-30,A
2208,합천군,청덕면,성태리,산44임,,35,35,4.898,128,19,14.44,토석류,0,궁동노인정,집중호우 시 인가로 물이 넘친 이력이 존재하여 소규모 배수시설을 설치와 담벼락 사면의 퇴적물 제거를 통하여 담벼락 훼손을 막아야 할 것으로 사료됨.,2016-05-30,B
2209,합천군,가야면,치인리,산21-1임,,35,47,31.998,128,3,49.04,토석류,0,염불암,세굴 및 침식에 취약하며 상부로 퇴적물 분포비율이 높은 계류로 강우 시 토석류발생에 취약할 것으로 판단되어 취약지역으로 지정하여 하부인가를 보호할 시설물설치가 타당할 것으로 사료됨.,2016-05-30,B
2210,합천군,봉산면,권빈리,산21임,,35,38,27.606,128,4,18.759,토석류,0,권빈마을회관,"계류 내 수목의 전도가 다수 관찰되며, 침식 세굴에 의한 유목이 다수 적치되어 있고 특히 90m 지점은 지류가 합류하며 주변부 세굴, 침식이 심하게 진행 중으로 해당 구간 사방댐 설치 검토가 필요할 것으로 사료됨",2016-05-30,B
2211,합천군,대병면,하금리,1162구,,35,32,3.698,127,59,10.34,토석류,0,유전초등학교,"계류 우측 고택이 위치하고 있으며 최단부 주변 기슭막이 시공이 되어있으나 일부 구간 유실이 관찰되며, 시설물 상부 방향으로 전석이 다수 분포하고 있어 향후 집중호우 시 퇴적물 이동이 용이할 것으로 사료되어 퇴적물 차단을 위한 사방댐 설치 검토가 필요할 것으로 사료됨",2016-05-30,B
2212,합천군,가야면,야천리,산67임,,35,46,45.599,128,8,22.7,토석류,0,야천2구마을회관,계류 내 유송잡물 및 토석이 적치되어 있는 계류로 강우 시 하부로 유출될 경우 재산피해가 우려되므로 직하부에 위치한 도로를 보호할 목적으로 사방댐 설치가 적절할 것으로 사료됨.,2016-05-30,A
2213,합천군,야로면,하빈리,126임,"125임, 산64, 산76",35,43,47.499,128,11,1.4,토석류,3158,경남합천종합야영수련원,계류 하부 방향으로 인가가 위치하고 있으며 계류 좌측으로는 경작지가 분포하고 있어 토석류 발생 시 인명 및 재산피해의 우려가 있어 취약지역으로 선정 및 관리가 필요할 것으로 사료됨,2017-06-29,B
2214,합천군,합천읍,인곡리,산2-2임,,35,36,58.026,128,5,22.898,토석류,1593,관자경노회관,"붕괴 사면부 토사 유실로 인하여 계상에 토사석이 적치되어 있으며, 나무 뿌리 및 암편 노출된 상태임. 65m, 80m지점에 좌측에 침식된 골짜기가 형성되어 있고 강우 시 본 계류로 퇴적물이 유입되어 계상에 퇴적분포비율이 높으므로 취약지역으로 선정함",2017-06-29,A
2215,합천군,봉산면,봉계리,산73임,1029-9구,35,36,28.699,128,1,0.3,토석류,1735,봉계리마을회관,"계류 전구간에 걸쳐 전석, 유목, 유송잡물 등이 다수 적치되어 있으며, 최상부 진입 시 수목이 계류로 기울어져 있는 수목전도 현상이 관찰되므로 취약지역으로 선정함",2017-06-29,B
2216,합천군,용주면,우곡리,658구,,35,33,51.499,128,4,18.9,토석류,320,우곡리마을경로당,"전석 및 침식이 발달되어 있으며, 계류 내 퇴적분포비율이 높으므로 취약지역으로 선정함",2017-06-29,B
2217,합천군,묘산면,산제리,산24임,"920구, 591천, 589천",35,39,53.899,128,6,7.7,토석류,1312,산제회관,"계류 측면부 균열로 인하여 암반이 탈락 되어 계상에 적치되어 있으며, 침식 및 세굴로 인하여 뿌리 노출 및 암편 등이 관찰되므로 취약지역으로 선정함",2017-06-29,B
2218,합천군,가야면,사촌리,산15임,산15-2,35,44,45.299,128,7,57,토석류,838,가산초등학교,최단부 마을 진입로가 횡단하며 계류 좌측으로 축사가 인접하고 있어 토석류 발생 시 피해의 우려가 있어 취약지역으로 선정 및 관리가 필요할 것으로 사료됨,2017-06-29,B
2219,합천군,용주면,평산리,산43임,산44,35,32,2.599,128,8,10.5,토석류,1250,해곡마을회관,계류 하부 방향으로 농로 및 경작지가 위치하고 있어 토석류 발생 시 재산피해의 우려가 있어 취약지역으로 선정 및 관리가 필요할 것으로 사료됨,2017-06-29,A
2220,합천군,가야면,이천리,산33-1임,산35,35,44,10.052,128,8,2.915,토석류,2268,매화리동회관,"계류 내 배수 상태가 불량하며, 양안 침식에 의한 토사 유출이 관찰됨. 또한 집중호우 시 계류 황폐화가 우려되어 취약지역으로 선정함.",2017-06-29,B
2221,합천군,삼가면,어전리,1107-6구,산107,35,22,57.599,128,7,3.2,토석류,781,신평윗들마을회관,최단부 하부 방향으로 병원이 위치하고 있어 토석류 발생 시 인명피해의 우려가 있어 취약지역으로 선정 및 관리가 필요할 것으로 사료됨,2017-06-29,B
2222,합천군,삼가면,어전리,1106구,산10,35,23,28.899,128,6,55.9,토석류,1935,신평윗들마을회관,계류 주변 농원 및 계류 하부 방향으로 도로가 인접하고 있어 취약지역으로 선정 및 관리가 필요할 것으로 사료됨,2017-06-29,B
2223,합천군,삼가면,소오리,821구,"산11, 산11-1",35,24,8.399,128,6,34.9,토석류,565,삼가초등학교,"대상지 주변 농로, 경작지가 분포하고 계류 우측 사찰이 인접하고 있어 토석류 발생 시 인명 및 재산피해의 우려가 있어 취약지역으로 선정 및 관리가 필요할 것으로 사료됨",2017-06-29,B
2224,합천군,삼가면,외토리,1380구,"산8, 720임",35,23,23.099,128,6,2.4,토석류,1351,기독교청소년외토수련원,계류 주변 인가 및 경작지가 다수 분포하고 있어 토석류 발생 시 인명 및 재산피해의 우려가 있어 취약지역으로 선정 및 관리가 필요할 것으로 사료됨,2017-06-29,B
2225,합천군,삼가면,외토리,산3임,산2,35,23,20.199,128,6,16.4,토석류,1530,기독교청소년외토수련원,계류 하부 좌측으로 인가가 위치하고 있어 토석류 발생 시 인명 및 재산피해의 우려가 있어 취약지역으로 선정 및 관리가 필요할 것으로 사료됨,2017-06-29,B
2226,합천군,삼가면,덕진리,산100임,,35,24,40.399,128,4,28.3,토석류,2214,송곡마을회관,최단부 주변 인가가 인접하고 농로가 횡단하고 있어 토석류 발생 시 인명 및 재산피해의 우려가 있어 취약지역으로 선정 및 관리가 필요할 것으로 사료됨,2017-06-29,B
2227,합천군,가회면,외사리,산146임,,35,25,30.699,128,4,20.1,토석류,1353,외사마을회관,"계류 하부 방향으로 인가가 인접, 연접하고 있어 토석류 발생 시 인명 및 재산피해의 우려가 있어 취약지역으로 선정 및 관리가 필요할 것으로 사료됨",2017-06-29,B
2228,합천군,합천읍,서산리,산277-4임,,35,34,16.799,128,8,39.1,토석류,1922,합천소방서,"계류 내 침식으로 토사 유출 및 표층유실이 관찰되며, 수목 전도, 뿌리 노출 등 위험요소가 산재되어 있어 취약지역으로 선정하고 관리함이 적절함.",2017-06-29,B
2229,합천군,합천읍,금양리,산1-5임,"산1-4, 산1-2, 940구",35,37,3.599,128,10,2.1,토석류,2324,사동회관,"계류 상류부 지류 합류로 계상 퇴적지를 이루고 있으며, 양안 침식이 심한 지역으로 취약지역으로 선정함.",2017-06-29,B
2230,합천군,쌍책면,상포리,산46임,,35,35,1.599,128,16,24.4,토석류,1458,상포노인회관,"침식이 심하고, 배수 상태가 불량하며, 과거 가옥침수 및 농경지 피해가 발생되어 방치할 경우 2차 피해가 우려되어 취약지역으로 선정함.",2017-06-29,A
2231,합천군,쌍책면,건태리,산45임,,35,36,3.099,128,15,46.3,토석류,2270,매호마을회관,"상부경사 경사가 급하고, 퇴적물이 다량 적치된 상태로 집중호우 시 퇴적물 이동이 용이할 것으로 판단되어 취약지역으로 선정함.",2017-06-29,B
2232,합천군,덕곡면,병배리,산52임,,35,37,35.499,128,20,24.6,토석류,1796,덕곡면사무소,"계류 직하부 주택이 위치한 계류로 계류 경사가 급하고, 최상부지점 침식이 심하고, 토사 유출 및 노출된 암반으로 균열 및 뜬 돌이 관찰되어 취약지역으로 선정함.",2017-06-29,B
